episode,steps,return
844,22,-28
845,37,-61
846,32,-56
847,11,10
848,15,6
849,61,-103
850,9,12
851,17,-5
852,127,-232
853,25,-49
854,31,-10
855,41,-38
856,27,-15
857,88,-130
858,9,3
859,58,-82
860,13,-1
861,79,-130
862,114,-210
863,15,6
864,29,-26
865,30,-36
866,35,-41
867,17,-5
868,33,-21
869,25,-40
870,12,9
871,63,-114
872,39,-36
873,23,-20
874,89,-158
875,49,-55
876,17,-23
877,14,-2
878,110,-152
879,64,-79
880,33,-48
881,52,-58
882,18,-24
883,26,-41
884,50,-83
885,42,-57
886,17,-23
887,36,-51
888,66,-108
889,39,-72
890,141,-237
891,22,-19
892,26,-5
893,38,-62
894,48,-45
895,26,-32
896,86,-164
897,8,13
898,10,11
899,11,10
900,117,-213
901,70,-103
902,24,-12
903,39,-36
904,74,-125
905,13,-1
906,43,-40
907,14,-20
908,47,-62
909,22,-10
910,31,-28
911,14,7
912,14,-2
913,8,13
914,19,-7
915,99,-159
916,138,-207
917,83,-107
918,42,-48
919,12,9
920,13,8
921,41,-74
922,11,1
923,77,-137
924,20,-8
925,13,8
926,10,11
927,25,-22
928,101,-206
929,24,-21
930,27,-24
931,10,-7
932,15,6
933,23,-2
934,22,-28
935,51,-57
936,14,-11
937,14,7
938,31,-28
939,17,-5
940,18,-6
941,19,-16
942,30,-36
943,16,-4
944,18,-15
945,20,-8
946,11,10
947,26,-50
948,28,-25
949,24,-3
950,73,-115
951,22,-28
952,56,-89
953,21,-27
954,87,-174
955,32,-47
956,15,-12
957,26,-41
958,41,-92
959,70,-103
960,24,-21
961,57,-81
962,10,11
963,77,-164
964,12,0
965,33,-30
966,86,-146
967,161,-257
968,15,-3
969,14,-11
970,23,-47
971,13,8
972,17,-14
973,14,7
974,13,8
975,48,-54
976,14,-2
977,38,-35
978,9,12
979,16,5
980,12,0
981,12,-9
982,49,-109
983,11,-17
984,16,-13
985,34,-40
986,45,-60
987,50,-74
988,24,-30
989,18,3
990,20,-8
991,12,0
992,37,-61
993,38,-53
994,21,-18
995,39,-54
996,50,-65
997,40,-55
998,40,-46
999,27,-24
1000,13,8
1001,148,-262
1002,69,-111
1003,35,-59
1004,101,-170
1005,16,-40
1006,72,-105
1007,24,-21
1008,23,-11
1009,29,-53
1010,24,-30
1011,26,-23
1012,44,-50
1013,24,-21
1014,84,-135
1015,20,-26
1016,9,3
1017,44,-50
1018,47,-62
1019,35,-14
1020,33,-30
1021,148,-280
1022,14,7
1023,12,0
1024,36,-60
1025,28,-25
1026,52,-76
1027,10,11
1028,32,-47
1029,16,-13
1030,15,-3
1031,12,9
1032,12,0
1033,67,-109
1034,23,-20
1035,39,-45
1036,59,-110
1037,40,-37
1038,32,-38
1039,13,-10
1040,34,-31
1041,14,7
1042,24,-30
1043,45,-42
1044,53,-77
1045,10,11
1046,68,-119
1047,11,-8
1048,27,-15
1049,24,-21
1050,24,-30
1051,94,-154
1052,19,2
1053,12,0
1054,66,-72
1055,12,0
1056,14,7
1057,56,-98
1058,31,-55
1059,31,-19
1060,78,-183
1061,33,-75
1062,25,-13
1063,18,3
1064,98,-176
1065,29,-26
1066,30,-18
1067,43,-58
1068,18,3
1069,41,-74
1070,67,-64
1071,47,-89
1072,67,-118
1073,20,-17
1074,19,-7
1075,17,-5
1076,9,12
1077,16,-4
1078,77,-128
1079,19,-16
1080,16,-4
1081,15,-3
1082,22,-10
1083,24,-21
1084,14,-2
1085,19,-25
1086,44,-41
1087,17,-23
1088,36,-42
1089,11,10
1090,26,-32
1091,26,-5
1092,45,-51
1093,29,-35
1094,26,-23
1095,23,-20
1096,15,6
1097,10,11
1098,21,-18
1099,15,-3
1100,14,7
1101,20,-8
1102,61,-103
1103,28,-34
1104,46,-70
1105,45,-87
1106,8,4
1107,16,5
1108,17,-14
1109,13,8
1110,23,-11
1111,9,-6
1112,14,7
1113,11,10
1114,25,-22
1115,57,-90
1116,26,-14
1117,46,-43
1118,31,-55
1119,20,-17
1120,23,-11
1121,37,-34
1122,20,-8
1123,28,-43
1124,27,-15
1125,38,-35
1126,34,-22
1127,12,0
1128,18,3
1129,22,-10
1130,47,-71
1131,8,13
1132,13,-1
1133,30,-45
1134,28,-25
1135,78,-102
1136,28,-34
