episode,steps,return
814,13,8
815,53,-41
816,82,-106
817,59,-65
818,14,-2
819,23,-11
820,94,-100
821,35,-32
822,33,-48
823,14,7
824,20,1
825,15,6
826,59,-56
827,11,10
828,39,-27
829,55,-52
830,12,9
831,26,-14
832,106,-148
833,31,-19
834,14,7
835,47,-44
836,10,11
837,32,-11
838,10,11
839,146,-206
840,56,-35
841,22,-19
842,13,8
843,24,-12
844,59,-65
845,19,2
846,19,2
847,9,12
848,16,5
849,23,-11
850,7,14
851,13,8
852,53,-59
853,17,-5
854,39,-18
855,56,-44
856,25,-4
857,51,-48
858,6,15
859,106,-139
860,12,0
861,66,-108
862,57,-36
863,9,12
864,15,6
865,62,-86
866,12,9
867,21,-18
868,35,-59
869,16,-4
870,12,9
871,14,7
872,28,-16
873,10,11
874,37,-25
875,29,-17
876,13,-1
877,9,12
878,38,-35
879,14,-2
880,34,-13
881,47,-35
882,20,-8
883,29,-26
884,17,4
885,41,-47
886,14,-11
887,60,-75
888,65,-62
889,53,-50
890,105,-129
891,40,-46
892,44,-23
893,26,-14
894,85,-82
895,23,-20
896,53,-59
897,8,13
898,10,11
899,14,-2
900,83,-80
901,31,-19
902,25,-22
903,76,-73
904,34,-22
905,8,13
906,25,-13
907,11,1
908,78,-57
909,15,6
910,18,3
911,13,8
912,13,8
913,9,12
914,15,-12
915,49,-46
916,97,-121
917,37,-34
918,38,-35
919,18,-6
920,27,-6
921,19,-7
922,10,11
923,62,-68
924,12,9
925,12,0
926,17,4
927,18,3
928,100,-115
929,17,4
930,21,-18
931,8,13
932,29,-26
933,18,3
934,18,-6
935,65,-71
936,12,-9
937,12,9
938,38,-17
939,16,-4
940,13,8
941,16,5
942,25,-13
943,17,-32
944,13,-1
945,9,12
946,11,10
947,15,-3
948,20,1
949,21,-18
950,22,-1
951,18,-6
952,13,8
953,14,7
954,55,-70
955,50,-38
956,24,-21
957,12,0
958,24,-12
959,39,-18
960,30,-36
961,44,-23
962,10,11
963,51,-48
964,11,10
965,26,-23
966,84,-81
967,59,-65
968,12,9
969,23,-20
970,49,-55
971,11,10
972,17,-14
973,12,9
974,19,2
975,32,-38
976,11,10
977,32,-11
978,11,10
979,12,0
980,14,-11
981,11,10
982,64,-88
983,6,15
984,14,7
985,20,1
986,72,-105
987,42,-30
988,27,-15
